-0.0159073,0.0478977,0.0365877,-0.0022749,-0.0006858,-0.000342,
-0.012574,0.0503326,-0.0466985,-0.0029099,-0.0011008,0.000186,
-0.0648903,0.0424451,0.0155956,-0.0020269,-0.0047638,-0.000415,
-0.0421355,0.0866447,-0.0844185,-0.0052819,-0.0027758,-0.000506,
0.0418985,0.0796659,-0.0854401,-0.0062439,0.0041122,0.000204,
-0.0512152,0.023064,-0.00392905,-0.0018259,-0.0023848,-0.000623,
-0.0684223,0.0904995,-0.0666253,-0.0059299,-0.0033608,0.000131,
-0.128903,0.0559903,-0.00635067,-0.0042619,-0.0087268,-7.1e-05,
-0.0262445,0.0413389,-0.00309668,-0.0032999,-0.0008178,-0.0006,
0.00577252,0.00888636,-0.0869653,-0.0012329,0.0002662,-5.5e-05,
-0.0825446,-0.00807983,-0.00590688,0.0002101,-0.0050828,-0.00045,
-0.0319952,0.0313574,-0.0877231,-0.0027319,-0.0023398,0.000123,
-0.00609347,0.07364,-0.00249766,-0.0063179,0.0002232,-0.000371,
-0.0929655,0.031745,0.0145886,-0.0027749,-0.0057398,-0.000222,
-0.0655904,0.0219062,-0.0688382,-0.0021719,-0.0040258,0.000329,
0.0858128,-0.00352187,0.0584511,-0.0012519,0.0081612,-0.000422,
-0.0720212,-0.0913621,-0.0506907,0.0054951,-0.0048488,0.000124,
0.0565386,-0.0310389,0.0160862,0.0001651,0.0046742,-0.0003,
0.0049007,-0.0372137,-0.00511988,0.0010541,0.0006212,-0.000376,
0.0233066,-0.0373746,-0.0258409,0.0004221,0.0024002,-0.00017,
-0.0773754,-0.054473,0.0538242,0.0034781,-0.0068978,-0.000396,
0.0699156,0.09687,-0.00319395,-0.0083709,0.0060402,0.000329,
-0.0403763,-0.0551326,0.0349959,0.0028461,-0.0029268,-0.000583,
-0.0275675,-0.048909,0.0139606,0.0032291,-0.0028238,-0.000394,
0.066607,0.0827561,-0.0627029,-0.0081439,0.0054682,-0.000165,
-0.0736093,-0.0427539,0.0953886,0.0032311,-0.0055608,-0.000544,
-0.0819831,-0.00384426,-0.0284503,-8.59e-05,-0.0060538,0.000144,
0.0552416,0.0876324,-0.0408757,-0.0084469,0.0065212,-0.000552,
-0.138921,-0.0231928,0.0328185,0.0013591,-0.0108478,-0.000261,
-0.0454409,0.0841182,-0.064975,-0.0078969,-0.0035428,-6.7e-05,
0.0429971,0.0606598,0.0403447,-0.0066879,0.0046742,-0.000687,
-0.0987284,-0.0126262,-0.0280572,0.0004871,-0.0059308,-7e-05,
-0.108317,0.0264034,-0.0254439,-0.0028199,-0.0064058,-0.000488,
0.0258828,0.0961798,0.040008,-0.0084129,0.0048272,-0.000481,
-0.104866,-0.0522478,-0.0909304,0.0034571,-0.0070868,5e-05,
-0.0160142,-0.00792505,0.0569424,-0.0007089,-0.0015148,-0.000534,
-0.0314901,0.081742,-0.0657796,-0.0072579,-0.0013308,0.000162,
-0.0648547,-0.0128714,0.0359672,-0.0004619,-0.0055938,-0.000607,
0.0140256,-0.0226606,0.0165882,-0.0004639,0.0015262,-0.000547,
0.00253149,-0.0328233,-0.0278741,0.0014001,-0.0003238,0.000215,
-0.0413415,-0.030048,0.056004,0.0010681,-0.0024988,-0.000553,
0.00072298,0.0472942,-0.0661068,-0.0051969,0.0001432,0.000182,
0.0457952,0.0563478,0.0382244,-0.0047739,0.0034942,-0.000283,
0.0352022,-0.0446298,-0.0250285,0.0010211,0.0023182,-0.000376,
-0.00634095,-0.119754,-0.0520273,0.0072831,-0.0007268,0.000593,
0.0930026,-0.00238296,0.0183838,-0.0025479,0.0084902,-0.000462,
-0.0929479,-0.00520024,-0.027524,-0.0007609,-0.0071228,-7.5e-05,
-0.0205625,0.0490471,0.0583394,-0.0045469,-0.0020058,-0.000533,
0.0212194,0.0619305,0.017918,-0.0057329,0.0027092,-0.000319,
-0.1163,-0.0237314,-0.007952,0.0003991,-0.0088908,-7.5e-05,
0.0080742,-0.0196973,-0.00408825,0.0005281,0.0006102,-0.000583,
0.0313925,0.0222389,-0.0455792,-0.0024269,0.0031802,2.7e-05,
-0.119059,-7.41955e-05,-0.0253016,-0.0013879,-0.0080798,-0.000715,
-0.000451415,0.111126,0.0197178,-0.0093009,0.0017582,-0.000537,
-0.0695862,0.0385954,-0.066611,-0.0040139,-0.0051308,-9.4e-05,
-0.0595304,-0.0833222,0.0954445,0.0055621,-0.0045478,-0.000743,
-0.0122957,0.0510701,-0.0647123,-0.0051859,0.0013972,-0.000229,
-0.101335,0.0224983,0.0157155,-0.0018699,-0.0074248,-0.000656,
-0.126209,-0.0359154,0.0539264,0.0016081,-0.0099888,-0.000434,
0.0819591,0.140034,-0.0413584,-0.0122989,0.0069632,9.1e-05,
-0.134322,0.0216676,0.0347754,-0.0015769,-0.0108368,-0.000463,
-0.0480038,0.0071884,-0.0677295,-0.0025879,-0.0024318,0.000141,
0.14653,0.0178775,-0.00016348,-0.0033339,0.0129352,-0.000639,
-0.157059,-0.151038,0.0697003,0.0108591,-0.0123698,-0.000247,
0.115166,0.0429069,-0.0434053,-0.0057939,0.0100952,0.000117,
-0.0871892,0.00771248,0.0344932,-0.0013219,-0.0059878,-0.0002,
0.0126161,0.030585,0.0360846,-0.0046559,0.0019712,0.000111,
0.0273708,-0.0167243,0.0158896,-9.19e-05,0.0020112,-0.000331,
0.00821402,-0.00979794,0.0568581,-0.0016919,0.0012052,-0.000294,
-0.0143337,-0.113753,-0.0705201,0.0060221,9.52e-05,0.000159,
0.0436026,-0.0234953,0.0373222,-0.0004489,0.0017032,-0.000512,
-0.0311136,0.0557279,-0.0056792,-0.0048479,-0.0013488,0.00023,
-0.103948,-0.0151128,-0.0062854,0.0004711,-0.0089848,-0.000488,
0.0610849,0.063116,0.0399249,-0.0069929,0.0062772,-0.000459,
-0.105187,0.000970169,-0.0486989,-0.0010449,-0.0068388,0.000108,
-0.0721507,-0.0913193,0.032874,0.0054881,-0.0044588,-0.000402,
0.0761909,0.0883465,-0.0637989,-0.0090839,0.0082962,0.000279,
-0.22119,-0.0635159,0.0502388,0.0042601,-0.0168348,-0.000109,
0.0392901,0.115473,0.0417925,-0.0108639,0.0047422,-0.00068,
-0.157508,-0.00283007,-0.0293055,-0.0001439,-0.0112698,7.6e-05,
-0.00944194,0.0268057,-0.00202443,-0.0037169,0.0007762,-0.000788,
-0.0751889,-0.033748,-0.0694728,0.0013301,-0.0051628,0.000103,
0.0108097,0.0327661,0.0383384,-0.0043129,0.0014172,-0.000519,
-0.0761913,0.0195079,-0.0249224,-0.0031679,-0.0049098,-0.000464,
-0.0203476,-0.00932469,-0.0269536,0.0002421,-0.0012968,-6e-06,
-0.021831,0.0938108,0.0191537,-0.0084679,0.0001662,-0.000558,
-0.0478871,0.00163261,0.0338191,-0.0003539,-0.0033978,4e-05,
-0.0517704,-0.0533979,0.0538813,0.0021921,-0.0047608,-0.00016,
0.0561872,0.0233087,-0.0228876,-0.0040229,0.0051202,-0.000338,
-0.0636216,-0.101743,-0.00955693,0.0067121,-0.0041418,-3e-05,
0.0328872,0.0801846,0.0195303,-0.0075429,0.0026482,-0.000521,
0.0350566,0.0205129,-0.00473337,-0.0030919,0.0039202,8.3e-05,
0.0229586,-0.0531489,-0.0445982,0.0006251,0.0025932,-0.000609,
