-0.102017,0.0125411,0.0652459,0.0330786,-0.0472655,0.0032562,0.239148,-1.84865,-1.95904,-1.64071,-1.92135,-1.22216,-2.55663e-05,3.83495e-05,-5.11327e-05,-7.19053e-05,-4.79369e-05,0.000167779,1.11237e-05,8.30442e-06,-2.18122e-05,-3.45493e-05,-0.000154899,0.000123403,0.458403,0.888619,0.0149064,0.887968,-0.458639,0.0340977,0.0371365,-0.00239404,-0.999307,0.127072,0.359003,-0.644611,
-0.102017,0.0125411,0.0652459,0.0330786,-0.0472655,0.0032562,0.239148,-1.84865,-1.95904,-1.64071,-1.92135,-1.22216,-2.55663e-05,3.83495e-05,-5.11327e-05,-7.19053e-05,-4.79369e-05,0.000167779,1.11237e-05,8.30442e-06,-2.18122e-05,-3.45493e-05,-0.000154899,0.000123403,0.458403,0.888619,0.0149064,0.887968,-0.458639,0.0340977,0.0371365,-0.00239404,-0.999307,0.127072,0.359003,-0.644611,
-0.102017,0.0125411,0.0652459,0.0330786,-0.0472655,0.0032562,0.239124,-1.84864,-1.95904,-1.64075,-1.92137,-1.22218,-2.55663e-05,3.83495e-05,-5.11327e-05,-7.19053e-05,-4.79369e-05,0.000167779,1.11246e-05,8.30441e-06,-2.18126e-05,-3.45547e-05,-0.000154903,0.0001234,0.458374,0.888634,0.0149363,0.887982,-0.458611,0.0341012,0.0371535,-0.00236796,-0.999307,0.127069,0.35901,-0.644605,
-0.102017,0.0125411,0.0652459,0.0330786,-0.0472655,0.0032562,0.239136,-1.84864,-1.95899,-1.6407,-1.92135,-1.22215,-2.55663e-05,2.55663e-05,-5.11327e-05,-7.19053e-05,-4.79369e-05,0.000167779,7.68395e-06,7.4657e-06,-3.01564e-05,-3.15129e-05,-0.000167316,0.000123408,0.458385,0.88863,0.0148438,0.887979,-0.458619,0.0340802,0.0370923,-0.00244092,-0.999309,0.127045,0.35901,-0.644635,
-0.102017,0.0125411,0.0652459,0.0330786,-0.0472655,0.0032562,0.239124,-1.84864,-1.95903,-1.64072,-1.92135,-1.22218,-2.55663e-05,2.55663e-05,-5.11327e-05,-7.19053e-05,-4.79369e-05,0.000167779,7.6858e-06,7.46598e-06,-3.01566e-05,-3.15236e-05,-0.000167317,0.000123403,0.458363,0.88864,0.0148955,0.887988,-0.458599,0.0341105,0.0371431,-0.00240798,-0.999307,0.127058,0.359016,-0.644613,
-0.102017,0.0125411,0.0652459,0.0330786,-0.0472655,0.0032562,0.239124,-1.84865,-1.959,-1.64071,-1.92136,-1.22216,-2.55663e-05,2.55663e-05,-5.11327e-05,-4.79369e-05,-4.79369e-05,0.000167779,1.02579e-05,8.0932e-06,-2.46971e-05,-3.71961e-05,-0.000144032,0.000123405,0.458377,0.888633,0.0148792,0.887982,-0.458613,0.0340903,0.0371176,-0.00241374,-0.999308,0.127057,0.359015,-0.644622,
-0.102017,0.0125411,0.0652459,0.0330786,-0.0472655,0.0032562,0.239148,-1.84863,-1.959,-1.64072,-1.92134,-1.22216,-2.55663e-05,2.55663e-05,-5.11327e-05,-4.79369e-05,-4.79369e-05,0.000143811,1.02573e-05,8.09314e-06,-2.46973e-05,-2.4461e-05,-0.000132453,0.000106722,0.458389,0.888627,0.0148605,0.887977,-0.458623,0.0340914,0.0371099,-0.00243134,-0.999308,0.127048,0.359005,-0.644633,
-0.102017,0.0125411,0.0652459,0.0330786,-0.0472655,0.0032562,0.239124,-1.8486,-1.95905,-1.6407,-1.92137,-1.22215,-2.55663e-05,2.55663e-05,-5.11327e-05,0,-4.79369e-05,0.000143811,1.54037e-05,9.34717e-06,-1.37789e-05,-3.58157e-05,-8.58836e-05,0.000106721,0.458385,0.888629,0.0148739,0.887979,-0.45862,0.0340752,0.0371017,-0.00241182,-0.999309,0.127039,0.359002,-0.644615,
-0.102017,0.0125411,0.0652459,0.0330786,-0.0472655,0.0032562,0.239112,-1.84862,-1.95904,-1.64072,-1.92136,-1.22217,-2.55663e-05,2.55663e-05,-5.11327e-05,0,-4.79369e-05,0.000143811,1.54039e-05,9.34718e-06,-1.37787e-05,-3.58207e-05,-8.58825e-05,0.00010672,0.458363,0.88864,0.0148905,0.887989,-0.458599,0.0341037,0.0371347,-0.0024093,-0.999307,0.127045,0.359015,-0.644611,
-0.102017,0.0125411,0.0652459,0.0330786,-0.0472655,0.0032562,0.239136,-1.84864,-1.95903,-1.64064,-1.92137,-1.22216,-2.55663e-05,2.55663e-05,-5.11327e-05,0.00352336,-4.79369e-05,0.000143811,0.000393646,0.000101563,0.000788721,-0.000870363,0.00333722,0.000106723,0.458368,0.888639,0.0148325,0.88799,-0.458601,0.0340492,0.0370596,-0.00243595,-0.99931,0.127044,0.358999,-0.644624,
