0.00138101,-0.0176748,0.0296409,0.0002994,-0.0002337,-0.0003218,
-0.0128541,-0.00982268,0.0286583,0.0003424,-0.0001267,-0.0001178,
-0.000387281,-0.0180128,-0.0134516,0.0006214,-0.0004187,0.0002522,
-0.0680635,-0.0164105,-0.0333817,0.0015574,-0.0043607,-0.0002448,
-0.00202749,0.0381989,-0.156342,-0.0035496,-0.0007457,0.0007122,
0.0836681,-0.00469723,-0.0518853,-0.0001986,0.0057233,7.42e-05,
-0.0128727,-0.0480218,-0.135286,0.0023544,-0.0015177,-0.0001158,
0.0675365,-0.0159714,-0.195934,4.14e-05,0.0060113,0.0003202,
-0.0481068,-0.073544,-0.157258,0.0057284,-0.0022497,-0.0001628,
0.143165,0.0893322,-0.151165,-0.0089176,0.0121023,0.0004572,
-0.142629,-0.128719,-0.0380667,0.0095054,-0.0125947,-0.0001398,
0.0836219,0.0878005,0.0121363,-0.0092986,0.0092653,0.0001912,
-0.234037,-0.0997051,-0.0624362,0.0067054,-0.0198097,0.0007942,
0.172608,0.046673,-0.0252586,-0.0065796,0.0153193,-0.0006158,
-0.179909,-0.189754,-0.104635,0.0152284,-0.0152737,0.0005782,
0.279798,0.11434,-0.0418302,-0.0131766,0.0234653,-0.0005268,
-0.253601,-0.205336,-0.0224158,0.0163604,-0.0224557,-3.48e-05,
0.25948,0.215099,-0.0406346,-0.0216016,0.0236943,-0.0001018,
-0.349956,-0.305011,0.0345779,0.0237214,-0.0293497,-6.28e-05,
0.264655,0.183863,-0.00295859,-0.0198616,0.0244073,0.0005752,
-0.289163,-0.220706,0.0387072,0.0165554,-0.0262547,-0.0002138,
0.228845,0.146741,0.0394637,-0.0175456,0.0196253,-0.0002628,
-0.166058,-0.215711,-0.0638596,0.0150474,-0.0146307,0.0006372,
0.180205,0.126373,0.05897,-0.0147966,0.0163033,-0.0004948,
-0.216006,-0.219084,-0.0442715,0.0153074,-0.0190867,0.0006082,
0.213257,0.11472,0.0594842,-0.0151806,0.0189413,-0.0004618,
-0.292549,-0.224771,0.0174675,0.0145694,-0.0266187,0.0001792,
0.297518,0.0606165,-0.00349348,-0.0109436,0.0275223,-2.68e-05,
-0.248374,-0.181108,0.0193338,0.0132874,-0.0216947,2.62e-05,
0.203453,0.124987,-0.0247275,-0.0157736,0.0186333,0.0002702,
-0.203488,-0.147403,0.0426285,0.0086734,-0.0187137,-0.0001108,
0.232067,0.0378702,0.0345949,-0.0059516,0.0206583,-6.58e-05,
-0.247606,-0.169747,-0.0414535,0.0107624,-0.0216907,0.0001672,
0.275406,0.0613868,0.0373086,-0.0099836,0.0255663,-0.0002128,
-0.28265,-0.166835,-0.0654083,0.0110734,-0.0258717,0.0009312,
0.298682,0.0928517,0.040468,-0.0136386,0.0265873,-0.0006068,
-0.207026,-0.255572,0.0390161,0.0186474,-0.0193587,-0.0001348,
0.222342,0.177173,-0.00306852,-0.0186526,0.0189283,0.0003072,
-0.242226,-0.181402,0.0197606,0.0123074,-0.0211607,3.42e-05,
0.211072,0.130296,-0.00318212,-0.0144296,0.0189723,-0.0001198,
-0.255886,-0.184264,0.0384242,0.0119554,-0.0224117,0.0004612,
0.292713,0.0353895,0.000107632,-0.0081876,0.0269513,-0.0012868,
-0.263128,-0.19359,-0.0260018,0.0128504,-0.0241097,0.0012042,
0.205803,0.140483,0.0012435,-0.0163036,0.0190133,-0.0011588,
-0.237695,-0.213427,-0.0441023,0.0140334,-0.0200737,0.0005952,
0.184604,0.0965833,0.0966361,-0.0130576,0.0170163,0.0001822,
-0.174979,-0.244469,0.0223185,0.0158354,-0.0159347,-0.0007388,
0.192287,0.119255,0.0145086,-0.0145216,0.0160073,0.0004992,
-0.211836,-0.207862,0.022335,0.0147544,-0.0179427,-0.0007658,
0.237221,0.127402,-0.0663825,-0.0160596,0.0216593,0.0006752,
-0.239948,-0.193815,0.0425121,0.0141824,-0.0208067,-0.0007738,
0.217146,0.0853585,0.0159154,-0.0134306,0.0192683,0.0001162,
-0.202052,-0.238697,-0.0208442,0.0155254,-0.0170817,-0.0001798,
0.185895,0.0966852,0.0561276,-0.0133726,0.0168113,0.0001332,
-0.146298,-0.216029,-0.082158,0.0144184,-0.0128457,0.0002192,
0.17786,0.139582,0.0589097,-0.0169826,0.0157523,-0.0002878,
-0.181345,-0.222024,0.0202496,0.0150084,-0.0152847,-0.0001108,
0.241639,0.11526,0.0353603,-0.0145016,0.0218103,0.0005862,
-0.250876,-0.165309,0.0216836,0.0108034,-0.0228247,-0.0003948,
0.207478,0.156407,-0.0461814,-0.0191196,0.0176603,0.0008712,
-0.198694,-0.235125,0.000384149,0.0175114,-0.0167187,-0.0005728,
